0.5908	0.0254	0.6486
0.6356	0.0475	0.7867
0.6174	0.0424	0.7624
0.7457	0.0737	0.8301
0.5604	0.0369	0.6451
0.6063	0.0222	0.6427
0.6414	0.048	0.8013
0.6138	0.0456	0.7735
0.7554	0.0844	0.8307
0.567	0.0363	0.6427
0.6222	0.0378	0.7509
0.6484	0.0446	0.7917
0.6147	0.0463	0.7741
0.757	0.0669	0.8274
0.5744	0.034	0.6535
